Ad_ID,Company_Campaign_ID,FB_campaign_ID,Age,Gender,interest,Impressions,Clicks,Spent,Total_Conversion,Ctr,Cpc,Conversion_Rate,Cpa
777131,936,115619,37,M,16,6359,0,0.0,1,0.0,0.0,0.0,0.0
777166,936,115625,32,M,63,2383,0,0.0,1,0.0,0.0,0.0,0.0
777187,936,115629,42,M,27,11292,3,5.389999866,1,0.00026567481402763017,1.796666622,0.3333333333333333,5.389999866
777198,936,115631,32,M,64,12729,4,5.779999852,1,0.000314243067012334,1.444999963,0.25,5.779999852
777200,936,115631,32,M,64,1898,0,0.0,1,0.0,0.0,0.0,0.0
777201,936,115631,32,M,64,1882,0,0.0,1,0.0,0.0,0.0,0.0
777235,936,115637,32,M,65,2883,1,0.99000001,1,0.000346860908775581,0.99000001,1.0,0.99000001
777248,936,115639,32,F,7,3989,1,1.279999971,1,0.000250689395838556,1.279999971,1.0,1.279999971
777261,936,115641,42,M,29,19603,4,5.279999971,1,0.00020405040044891087,1.31999999275,0.25,5.279999971
777382,936,115675,42,M,24,3047,1,1.379999995,1,0.0003281916639317361,1.379999995,1.0,1.379999995
777398,936,115677,37,M,24,3029,1,1.049999952,1,0.0003301419610432486,1.049999952,1.0,1.049999952
777410,936,115679,47,M,26,3490,1,1.340000033,1,0.00028653295128939826,1.340000033,1.0,1.340000033
777482,936,115691,47,M,28,2479,0,0.0,1,0.0,0.0,0.0,0.0
777495,936,115693,42,M,19,19581,7,10.42999983,2,0.000357489402992697,1.4899999757142857,0.2857142857142857,5.214999915
777519,936,115697,47,M,29,19537,5,6.099999905,1,0.00025592465578133796,1.219999981,0.2,6.099999905
777625,936,115715,47,M,16,59433,12,19.65999949,3,0.00020190803089192874,1.6383332908333335,0.25,6.553333163333334
777627,936,115715,47,M,16,157534,33,56.19000077,2,0.00020947858874909543,1.702727296060606,0.06060606060606061,28.095000385
777638,936,115717,42,M,7,1781,0,0.0,1,0.0,0.0,0.0,0.0
777670,936,115723,42,M,16,23769,4,6.029999852,1,0.00016828642349278473,1.507499963,0.25,6.029999852
777673,936,115723,42,M,16,7101,0,0.0,1,0.0,0.0,0.0,0.0
777742,936,115735,37,M,64,4726,1,1.830000043,1,0.00021159542953872197,1.830000043,1.0,1.830000043
777758,936,115737,32,M,19,5209,1,0.959999979,2,0.0001919754271453254,0.959999979,2.0,0.4799999895
777794,936,115743,32,M,18,13473,3,2.619999945,3,0.00022266755733689602,0.873333315,1.0,0.873333315
777816,936,115747,42,M,2,500,0,0.0,1,0.0,0.0,0.0,0.0
777871,936,115756,32,M,20,4616,1,1.360000014,1,0.0002166377816291161,1.360000014,1.0,1.360000014
777904,936,115762,32,M,31,3279,0,0.0,1,0.0,0.0,0.0,0.0
777905,936,115762,32,M,31,3288,0,0.0,1,0.0,0.0,0.0,0.0
778037,936,115784,37,M,27,14615,4,6.050000191,1,0.00027369141293191924,1.51250004775,0.25,6.050000191
778048,936,115786,32,M,27,56615,12,19.88000035,2,0.00021195796167093527,1.6566666958333334,0.16666666666666666,9.940000175
778085,936,115792,32,M,26,11735,3,4.529999971,1,0.00025564550489987217,1.5099999903333332,0.3333333333333333,4.529999971
778087,936,115792,32,M,26,15910,5,6.779999852,1,0.00031426775612822125,1.3559999704,0.2,6.779999852
778112,936,115796,37,M,29,11446,2,3.090000033,1,0.00017473353136466887,1.5450000165,0.5,3.090000033
778113,936,115796,37,M,29,4595,0,0.0,1,0.0,0.0,0.0,0.0
778124,936,115798,32,M,29,4871,0,0.0,1,0.0,0.0,0.0,0.0
778148,936,115802,37,M,28,3199,0,0.0,1,0.0,0.0,0.0,0.0
778156,936,115804,32,M,28,9388,2,3.140000105,1,0.00021303792074989347,1.5700000525,0.5,3.140000105
778161,936,115804,32,M,28,17954,6,7.5400002,2,0.0003341873677175003,1.2566667,0.3333333333333333,3.7700001
778208,936,115812,42,F,29,2755,0,0.0,1,0.0,0.0,0.0,0.0
778264,936,115822,42,F,27,8152,1,0.99000001,1,0.0001226692836113837,0.99000001,1.0,0.99000001
778266,936,115822,42,F,27,74542,19,34.1500001,1,0.00025488986074964447,1.7973684263157894,0.05263157894736842,34.1500001
778421,936,115848,42,F,20,6699,2,3.090000033,1,0.0002985520226899537,1.5450000165,0.5,3.090000033
778422,936,115848,42,F,20,11911,4,3.959999919,1,0.00033582402820921836,0.98999997975,0.25,3.959999919
778461,936,115854,42,M,29,10090,2,2.650000095,1,0.00019821605550049553,1.3250000475,0.5,2.650000095
778471,936,115856,32,M,32,1273,0,0.0,1,0.0,0.0,0.0,0.0
778483,936,115858,42,F,18,24188,5,8.179999828,1,0.00020671407309409625,1.6359999656,0.2,8.179999828
778529,936,115866,32,M,31,2214,0,0.0,1,0.0,0.0,0.0,0.0
778556,936,115870,42,M,32,9735,4,4.130000114,1,0.00041088854648176684,1.0325000285,0.25,4.130000114
778590,936,115876,32,M,30,1371,0,0.0,1,0.0,0.0,0.0,0.0
778600,936,115878,42,F,22,10750,4,5.389999866,1,0.00037209302325581393,1.3474999665,0.25,5.389999866
778626,936,115882,32,M,29,7629,1,0.720000029,1,0.00013107877834578582,0.720000029,1.0,0.720000029
778628,936,115882,32,M,29,4608,0,0.0,1,0.0,0.0,0.0,0.0
778674,936,115890,37,M,29,3732,0,0.0,1,0.0,0.0,0.0,0.0
778689,936,115892,32,M,28,7453,1,1.679999948,1,0.0001341741580571582,1.679999948,1.0,1.679999948
778722,936,115898,37,F,64,41785,14,19.10000038,1,0.0003350484623668781,1.3642857414285714,0.07142857142857142,19.10000038
778737,936,115900,37,M,27,8077,2,3.579999924,1,0.0002476166893648632,1.789999962,0.5,3.579999924
778756,936,115904,37,F,63,5602,1,1.580000043,1,0.0001785076758300607,1.580000043,1.0,1.580000043
778804,936,115912,32,M,26,6184,2,2.75,1,0.0003234152652005175,1.375,0.5,2.75
778808,936,115912,32,M,26,1738,0,0.0,1,0.0,0.0,0.0,0.0
778964,936,115938,37,F,27,112460,25,41.29000068,1,0.00022230126267117198,1.6516000272,0.04,41.29000068
779057,936,115954,42,M,15,4414,0,0.0,1,0.0,0.0,0.0,0.0
779106,936,115962,37,F,30,14670,7,9.410000324,1,0.00047716428084526244,1.3442857605714287,0.14285714285714285,9.410000324
779438,936,116031,32,F,64,33144,9,13.40999985,1,0.0002715423606082549,1.4899999833333333,0.1111111111111111,13.40999985
779453,936,116033,47,M,64,4397,1,0.949999988,1,0.00022742779167614282,0.949999988,1.0,0.949999988
779488,936,116039,47,M,65,1006,0,0.0,1,0.0,0.0,0.0,0.0
779573,936,116053,37,F,10,89527,24,32.28999996,1,0.0002680755526265819,1.3454166650000001,0.041666666666666664,32.28999996
779608,936,116059,37,F,15,2459,0,0.0,1,0.0,0.0,0.0,0.0
779609,936,116059,37,F,15,7116,2,1.730000019,1,0.0002810567734682406,0.8650000095,0.5,1.730000019
779622,936,116061,32,F,15,8613,1,0.889999986,2,0.00011610356437942645,0.889999986,2.0,0.444999993
779631,936,116063,37,F,16,9730,1,1.379999995,1,0.00010277492291880781,1.379999995,1.0,1.379999995
779644,936,116065,32,F,16,51816,8,10.2299999,2,0.0001543924656476764,1.2787499875,0.25,5.11499995
779645,936,116065,32,F,16,27289,3,4.429999828,1,0.00010993440580453663,1.4766666093333332,0.3333333333333333,4.429999828
779715,936,116077,32,F,29,20409,4,3.829999924,1,0.0001959919643294625,0.957499981,0.25,3.829999924
779716,936,116077,32,F,29,8044,1,1.110000014,1,0.00012431626056688214,1.110000014,1.0,1.110000014
779738,936,116081,32,F,28,15645,4,5.349999905,1,0.0002556727388942154,1.33749997625,0.25,5.349999905
779778,936,116087,32,F,31,2466,0,0.0,2,0.0,0.0,0.0,0.0
779789,936,116089,47,M,10,11611,3,3.950000048,1,0.00025837567823615537,1.3166666826666666,0.3333333333333333,3.950000048
779824,936,116095,47,M,7,9375,3,4.019999981,1,0.00032,1.3399999936666667,0.3333333333333333,4.019999981
779871,936,116103,32,F,32,4402,1,1.330000043,1,0.00022716946842344388,1.330000043,1.0,1.330000043
779918,936,116111,32,F,18,8469,2,3.089999914,1,0.0002361553902467824,1.544999957,0.5,3.089999914
779922,936,116111,32,F,18,5823,1,1.419999957,1,0.0001717327837884252,1.419999957,1.0,1.419999957
779944,936,116115,37,M,10,2549,0,0.0,1,0.0,0.0,0.0,0.0
779979,936,116121,37,M,16,25817,4,6.019999981,1,0.00015493666963628617,1.50499999525,0.25,6.019999981
779995,936,116123,32,F,20,1961,0,0.0,1,0.0,0.0,0.0,0.0
780064,936,116135,32,F,22,2554,0,0.0,1,0.0,0.0,0.0,0.0
780104,936,116147,32,F,25,4971,1,1.230000019,1,0.0002011667672500503,1.230000019,1.0,1.230000019
780199,936,116163,37,F,23,1030,0,0.0,1,0.0,0.0,0.0,0.0
780318,936,116183,47,F,29,162341,56,77.07999969,3,0.00034495290776821627,1.376428565892857,0.05357142857142857,25.693333229999997
780323,936,116183,47,F,29,24542,7,9.329999924,1,0.0002852253280091272,1.3328571319999998,0.14285714285714285,9.329999924
780486,936,116216,32,F,65,2879,0,0.0,1,0.0,0.0,0.0,0.0
780498,936,116218,32,F,64,13621,3,4.090000033,1,0.0002202481462447691,1.3633333443333333,0.3333333333333333,4.090000033
780511,936,116220,32,F,63,6175,1,1.370000005,2,0.00016194331983805668,1.370000005,2.0,0.6850000025
780629,936,116240,32,F,28,2963,0,0.0,1,0.0,0.0,0.0,0.0
780653,936,116244,32,F,29,9076,1,1.379999995,1,0.00011018069634200089,1.379999995,1.0,1.379999995
780655,936,116244,32,F,29,20941,4,5.909999967,1,0.00019101284561386754,1.47749999175,0.25,5.909999967
780666,936,116246,47,F,10,3462,0,0.0,1,0.0,0.0,0.0,0.0
780681,936,116248,32,F,26,4073,0,0.0,1,0.0,0.0,0.0,0.0
780700,936,116252,32,F,27,3745,0,0.0,1,0.0,0.0,0.0,0.0
780748,936,116265,32,F,24,830,0,0.0,1,0.0,0.0,0.0,0.0
780759,936,116267,47,F,18,2912,0,0.0,1,0.0,0.0,0.0,0.0
780760,936,116267,47,F,18,17167,5,6.910000086,1,0.00029125648045669016,1.3820000172,0.2,6.910000086
780797,936,116273,32,F,22,24491,7,9.539999962,1,0.00028581928055203954,1.3628571374285714,0.14285714285714285,9.539999962
780799,936,116273,32,F,22,44699,13,17.30000037,2,0.00029083424685115997,1.3307692592307692,0.15384615384615385,8.650000185
780821,936,116277,32,F,23,6469,2,1.309999943,1,0.0003091667954861648,0.6549999715,0.5,1.309999943
780830,936,116279,47,F,16,16053,3,4.079999924,1,0.00018688095683049897,1.3599999746666667,0.3333333333333333,4.079999924
780835,936,116279,47,F,16,54724,12,17.92999995,1,0.0002192822162122652,1.4941666624999999,0.08333333333333333,17.92999995
780867,936,116285,32,F,21,4706,1,1.220000029,1,0.00021249468763280918,1.220000029,1.0,1.220000029
780974,936,116303,42,F,32,8316,3,4.569999933,1,0.00036075036075036075,1.523333311,0.3333333333333333,4.569999933
781066,936,116323,42,F,22,5794,2,2.269999981,1,0.00034518467380048324,1.1349999905,0.5,2.269999981
781114,936,116331,42,F,18,4813,1,1.029999971,1,0.00020777062123415748,1.029999971,1.0,1.029999971
781159,936,116339,42,F,10,85285,26,36.13000035,1,0.00030486017470833087,1.3896153980769232,0.038461538461538464,36.13000035
781162,936,116339,42,F,10,5839,1,1.370000005,1,0.00017126220243192326,1.370000005,1.0,1.370000005
781175,936,116341,42,F,15,5859,1,1.539999962,1,0.00017067759003242875,1.539999962,1.0,1.539999962
781187,936,116343,42,F,16,164118,41,59.06999993,1,0.00024982025128261374,1.4407317056097562,0.024390243902439025,59.06999993
781195,936,116345,37,F,63,18234,6,7.810000062,1,0.0003290556103981573,1.301666677,0.16666666666666666,7.810000062
781207,936,116347,37,F,64,2755,0,0.0,1,0.0,0.0,0.0,0.0
781303,936,116363,37,F,27,73676,20,28.5,1,0.00027145881969705196,1.425,0.05,28.5
781305,936,116363,37,F,27,18421,7,10.07999992,1,0.00038000108571738776,1.4399999885714287,0.14285714285714285,10.07999992
781327,936,116367,37,F,29,164754,49,67.97999978,2,0.0002974131128834505,1.3873469342857143,0.04081632653061224,33.98999989
781353,936,116371,37,F,10,7449,1,1.639999986,1,0.00013424620754463686,1.639999986,1.0,1.639999986
781354,936,116371,37,F,10,6424,1,0.529999971,1,0.00015566625155666251,0.529999971,1.0,0.529999971
781438,936,116385,32,M,63,2086,0,0.0,1,0.0,0.0,0.0,0.0
781470,936,116391,37,M,16,6016,0,0.0,1,0.0,0.0,0.0,0.0
781499,936,116395,37,M,15,6412,1,1.370000005,1,0.00015595757953836556,1.370000005,1.0,1.370000005
781508,936,116397,32,F,63,5040,1,1.440000057,1,0.0001984126984126984,1.440000057,1.0,1.440000057
781556,936,116405,32,F,32,1772,0,0.0,1,0.0,0.0,0.0,0.0
781559,936,116405,32,F,32,1783,0,0.0,1,0.0,0.0,0.0,0.0
781606,936,116413,37,M,20,8200,3,3.919999957,1,0.00036585365853658537,1.3066666523333332,0.3333333333333333,3.919999957
781690,936,116427,47,F,26,115896,38,49.44000006,1,0.00032788016842686546,1.3010526331578949,0.02631578947368421,49.44000006
781811,936,116447,37,F,16,10186,1,1.230000019,1,9.817396426467701e-05,1.230000019,1.0,1.230000019
781857,936,116455,32,M,20,9134,3,4.180000067,2,0.00032844317932997593,1.3933333556666667,0.6666666666666666,2.0900000335
781858,936,116455,32,M,20,3385,1,1.440000057,1,0.0002954209748892171,1.440000057,1.0,1.440000057
781907,936,116463,47,F,21,1314,0,0.0,1,0.0,0.0,0.0,0.0
781928,936,116467,32,M,18,2916,0,0.0,1,0.0,0.0,0.0,0.0
781929,936,116467,32,M,18,6142,1,1.330000043,1,0.00016281341582546403,1.330000043,1.0,1.330000043
781950,936,116471,32,F,20,1984,0,0.0,1,0.0,0.0,0.0,0.0
781999,936,116479,32,M,24,9142,3,3.749999881,1,0.00032815576460293154,1.2499999603333334,0.3333333333333333,3.749999881
782001,936,116479,32,M,24,5475,2,2.730000019,1,0.00036529680365296805,1.3650000095,0.5,2.730000019
782022,936,116483,32,F,18,8254,2,2.320000052,1,0.000242306760358614,1.160000026,0.5,2.320000052
782026,936,116483,32,F,18,5704,1,1.320000052,1,0.0001753155680224404,1.320000052,1.0,1.320000052
782130,936,116501,32,F,16,7301,0,0.0,1,0.0,0.0,0.0,0.0
782134,936,116501,32,F,16,37873,5,6.169999957,1,0.00013202017268238586,1.2339999914,0.2,6.169999957
782135,936,116501,32,F,16,25267,4,4.940000057,2,0.0001583092571338109,1.23500001425,0.5,2.4700000285
782171,936,116507,32,F,30,535,0,0.0,1,0.0,0.0,0.0,0.0
782180,936,116509,32,M,29,3396,0,0.0,1,0.0,0.0,0.0,0.0
782219,936,116515,32,M,26,977,0,0.0,1,0.0,0.0,0.0,0.0
782228,936,116517,42,F,63,12318,5,6.340000153,1,0.00040591005033284623,1.2680000306,0.2,6.340000153
782242,936,116519,32,F,28,4783,1,0.860000014,1,0.0002090738030524775,0.860000014,1.0,0.860000014
782275,936,116525,32,F,29,6475,1,1.350000024,1,0.00015444015444015445,1.350000024,1.0,1.350000024
782337,936,116535,47,F,16,104578,29,39.25000095,1,0.00027730497810246895,1.3534483086206897,0.034482758620689655,39.25000095
782407,936,116547,47,F,10,33664,11,12.51000035,1,0.0003267585551330798,1.137272759090909,0.09090909090909091,12.51000035
782443,936,116553,42,F,20,979,0,0.0,1,0.0,0.0,0.0,0.0
782541,936,116569,42,F,28,7337,3,4.079999924,1,0.0004088864658579801,1.3599999746666667,0.3333333333333333,4.079999924
782587,936,116577,32,M,10,2499,0,0.0,1,0.0,0.0,0.0,0.0
782647,936,116587,42,F,27,11244,3,4.550000191,1,0.00026680896478121667,1.5166667303333332,0.3333333333333333,4.550000191
782658,936,116589,32,M,15,4827,0,0.0,1,0.0,0.0,0.0,0.0
782694,936,116595,37,F,29,29035,7,8.910000086,2,0.00024108834165662132,1.2728571551428571,0.2857142857142857,4.455000043
782706,936,116597,37,F,30,761,0,0.0,1,0.0,0.0,0.0,0.0
782754,936,116605,37,F,26,6532,1,1.610000014,1,0.00015309246785058175,1.610000014,1.0,1.610000014
782815,936,116615,42,F,10,11537,3,4.300000191,1,0.00026003293750541737,1.433333397,0.3333333333333333,4.300000191
782816,936,116615,42,F,10,12183,3,2.869999945,1,0.0002462447672986949,0.9566666483333334,0.3333333333333333,2.869999945
782862,936,116623,37,F,64,5912,1,1.559999943,1,0.00016914749661705008,1.559999943,1.0,1.559999943
950068,936,123438,32,M,10,4012,1,1.570000052,1,0.0002492522432701894,1.570000052,1.0,1.570000052
950078,936,123440,32,M,16,12396,2,3.210000038,2,0.00016134236850596966,1.605000019,1.0,1.605000019
950079,936,123440,32,M,16,3142,0,0.0,2,0.0,0.0,0.0,0.0
950099,936,123443,32,M,18,1120,0,0.0,1,0.0,0.0,0.0,0.0
950109,936,123445,32,M,20,343,0,0.0,1,0.0,0.0,0.0,0.0
950170,936,123455,32,M,15,1720,0,0.0,1,0.0,0.0,0.0,0.0
950179,936,123457,32,M,16,3423,0,0.0,1,0.0,0.0,0.0,0.0
950182,936,123457,32,M,16,3242,0,0.0,1,0.0,0.0,0.0,0.0
950183,936,123457,32,M,16,15720,1,1.379999995,1,6.361323155216285e-05,1.379999995,1.0,1.379999995
950200,936,123460,32,M,10,1217,0,0.0,1,0.0,0.0,0.0,0.0
950224,936,123464,42,M,20,2367,2,2.839999914,1,0.0008449514152936206,1.419999957,0.5,2.839999914
950326,936,123481,37,M,16,6607,1,1.320000052,2,0.00015135462388375965,1.320000052,2.0,0.660000026
950345,936,123484,32,M,64,616,0,0.0,1,0.0,0.0,0.0,0.0
950452,936,123502,47,M,16,5537,1,1.519999981,1,0.00018060321473722233,1.519999981,1.0,1.519999981
950463,936,123504,47,M,15,818,0,0.0,1,0.0,0.0,0.0,0.0
950495,936,123509,47,M,21,1909,1,0.980000019,1,0.0005238344683080147,0.980000019,1.0,0.980000019
950521,936,123514,32,M,21,351,0,0.0,1,0.0,0.0,0.0,0.0
950531,936,123515,47,M,22,572,0,0.0,1,0.0,0.0,0.0,0.0
950537,936,123516,42,M,36,1884,1,1.409999967,1,0.0005307855626326964,1.409999967,1.0,1.409999967
950550,936,123519,32,M,30,219,0,0.0,1,0.0,0.0,0.0,0.0
950577,936,123523,32,M,32,540,0,0.0,1,0.0,0.0,0.0,0.0
950578,936,123523,32,M,32,550,0,0.0,1,0.0,0.0,0.0,0.0
950595,936,123526,32,M,26,465,0,0.0,1,0.0,0.0,0.0,0.0
950609,936,123528,32,M,29,1761,0,0.0,1,0.0,0.0,0.0,0.0
950629,936,123532,32,M,65,152,0,0.0,1,0.0,0.0,0.0,0.0
950631,936,123532,32,M,65,152,0,0.0,1,0.0,0.0,0.0,0.0
950649,936,123535,32,M,64,429,0,0.0,1,0.0,0.0,0.0,0.0
950745,936,123551,32,M,29,1514,0,0.0,2,0.0,0.0,0.0,0.0
950770,936,123555,32,M,28,7780,3,4.329999924,2,0.00038560411311053987,1.443333308,0.6666666666666666,2.164999962
950772,936,123556,37,M,28,460,0,0.0,1,0.0,0.0,0.0,0.0
950773,936,123556,37,M,28,471,0,0.0,1,0.0,0.0,0.0,0.0
950776,936,123556,37,M,28,2633,1,1.070000052,1,0.00037979491074819596,1.070000052,1.0,1.070000052
950787,936,123558,32,M,27,199,0,0.0,1,0.0,0.0,0.0,0.0
950808,936,123562,37,M,32,398,0,0.0,1,0.0,0.0,0.0,0.0
950839,936,123567,32,M,24,246,0,0.0,2,0.0,0.0,0.0,0.0
950878,936,123573,42,M,10,2967,1,1.5,1,0.0003370407819346141,1.5,1.0,1.5
950969,936,123588,47,M,36,255,0,0.0,1,0.0,0.0,0.0,0.0
951021,936,123597,32,F,7,457,0,0.0,1,0.0,0.0,0.0,0.0
951033,936,123599,32,F,10,5517,1,1.230000019,1,0.00018125793003443902,1.230000019,1.0,1.230000019
951035,936,123599,32,F,10,1539,0,0.0,1,0.0,0.0,0.0,0.0
951043,936,123601,32,F,16,3189,0,0.0,1,0.0,0.0,0.0,0.0
951045,936,123601,32,F,16,3348,0,0.0,1,0.0,0.0,0.0,0.0
951046,936,123601,32,F,16,20050,4,4.659999847,4,0.00019950124688279303,1.16499996175,1.0,1.16499996175
951102,936,123611,47,M,16,2254,0,0.0,1,0.0,0.0,0.0,0.0
951105,936,123611,47,M,16,5894,1,1.539999962,1,0.00016966406515100103,1.539999962,1.0,1.539999962
951133,936,123616,37,M,16,9948,2,2.720000029,2,0.0002010454362685967,1.3600000145,1.0,1.3600000145
951202,936,123627,47,F,26,5307,3,4.289999962,2,0.0005652911249293386,1.4299999873333331,0.6666666666666666,2.144999981
951225,936,123631,37,F,22,4621,2,3.25,1,0.00043280675178532783,1.625,0.5,3.25
951270,936,123639,37,F,18,784,0,0.0,1,0.0,0.0,0.0,0.0
951282,936,123641,37,F,16,5775,1,1.580000043,1,0.00017316017316017316,1.580000043,1.0,1.580000043
951285,936,123641,37,F,16,9297,2,2.619999886,2,0.00021512315800795956,1.309999943,1.0,1.309999943
951294,936,123643,37,F,15,699,0,0.0,1,0.0,0.0,0.0,0.0
951305,936,123644,37,F,10,1104,0,0.0,1,0.0,0.0,0.0,0.0
951334,936,123649,32,F,64,3717,1,1.539999962,1,0.0002690341673392521,1.539999962,1.0,1.539999962
951391,936,123659,32,F,28,2879,1,1.590000033,2,0.0003473428273706148,1.590000033,2.0,0.7950000165
951392,936,123659,32,F,28,2749,1,1.389999986,1,0.0003637686431429611,1.389999986,1.0,1.389999986
951400,936,123660,47,F,10,24028,9,12.39000034,2,0.0003745630098218745,1.3766667044444445,0.2222222222222222,6.19500017
951402,936,123661,32,F,29,1118,0,0.0,1,0.0,0.0,0.0,0.0
951413,936,123662,32,F,26,1083,0,0.0,2,0.0,0.0,0.0,0.0
951420,936,123664,32,F,27,843,0,0.0,1,0.0,0.0,0.0,0.0
951444,936,123668,32,F,25,2983,1,0.970000029,1,0.00033523298692591353,0.970000029,1.0,0.970000029
951448,936,123668,32,F,25,696,0,0.0,1,0.0,0.0,0.0,0.0
951462,936,123671,47,F,16,7589,2,3.150000095,1,0.0002635393332454869,1.5750000475,0.5,3.150000095
951464,936,123671,47,F,16,20997,10,11.94999981,1,0.000476258513120922,1.194999981,0.1,11.94999981
951465,936,123671,47,F,16,4617,1,1.360000014,1,0.00021659085986571366,1.360000014,1.0,1.360000014
951498,936,123677,47,F,20,259,0,0.0,1,0.0,0.0,0.0,0.0
951508,936,123678,32,F,18,1134,0,0.0,1,0.0,0.0,0.0,0.0
951542,936,123684,42,F,27,357,0,0.0,1,0.0,0.0,0.0,0.0
951607,936,123695,42,F,10,848,0,0.0,1,0.0,0.0,0.0,0.0
951608,936,123695,42,F,10,3149,1,1.480000019,1,0.00031756113051762465,1.480000019,1.0,1.480000019
951641,936,123700,42,F,2,87,0,0.0,1,0.0,0.0,0.0,0.0
951677,936,123706,37,F,27,2563,1,1.480000019,1,0.0003901677721420211,1.480000019,1.0,1.480000019
951692,936,123709,37,F,10,1107,0,0.0,1,0.0,0.0,0.0,0.0
951715,936,123713,47,F,64,10677,5,7.269999981,1,0.00046829633792263745,1.4539999961999999,0.2,7.269999981
951756,936,123720,37,F,22,2189,1,0.409999996,1,0.00045682960255824577,0.409999996,1.0,0.409999996
951779,936,123723,47,F,27,3277,2,2.680000067,1,0.0006103143118706134,1.3400000335,0.5,2.680000067
951782,936,123724,47,F,26,781,0,0.0,1,0.0,0.0,0.0,0.0
951810,936,123729,37,F,16,2226,0,0.0,1,0.0,0.0,0.0,0.0
951812,936,123729,37,F,16,16274,4,6.079999924,2,0.0002457908320019663,1.519999981,0.5,3.039999962
951837,936,123733,47,F,20,2077,1,1.50999999,1,0.00048146364949446316,1.50999999,1.0,1.50999999
951853,936,123736,32,F,20,529,0,0.0,0,0.0,0.0,0.0,0.0
951854,936,123736,32,F,20,487,0,0.0,1,0.0,0.0,0.0,0.0
951856,936,123736,32,F,20,4626,2,2.099999905,2,0.00043233895373973193,1.0499999525,1.0,1.0499999525
951941,936,123750,32,F,28,2764,1,1.559999943,1,0.000361794500723589,1.559999943,1.0,1.559999943
952001,936,123760,47,F,10,5447,2,2.960000038,1,0.00036717459151826694,1.480000019,0.5,2.960000038
952031,936,123765,42,F,16,28169,8,12.36999989,1,0.000284000142000071,1.54624998625,0.125,12.36999989
952080,936,123774,42,F,27,415,0,0.0,1,0.0,0.0,0.0,0.0
952100,936,123777,37,F,29,810,0,0.0,1,0.0,0.0,0.0,0.0
1121091,1178,144531,32,M,10,1194718,141,254.049996,28,0.00011801948242179326,1.8017730212765957,0.19858156028368795,9.073214142857143
1121092,1178,144531,32,M,10,637648,67,122.4,13,0.0001050736456477555,1.826865671641791,0.19402985074626866,9.415384615384616
1121094,1178,144531,32,M,10,24362,0,0.0,1,0.0,0.0,0.0,0.0
1121095,1178,144531,32,M,10,459690,50,86.33000112,5,0.00010876895299005852,1.7266000224000002,0.1,17.266000224000003
1121096,1178,144531,32,M,10,750060,86,161.9099991,11,0.0001146574940671413,1.8826744081395348,0.12790697674418605,14.719090827272726
1121097,1178,144532,32,M,15,30068,1,1.820000052,1,3.3257948649727285e-05,1.820000052,1.0,1.820000052
1121098,1178,144532,32,M,15,1267550,123,236.7699986,24,9.703759220543568e-05,1.924959338211382,0.1951219512195122,9.865416608333334
1121100,1178,144532,32,M,15,3052003,340,639.9499981,60,0.00011140224960460393,1.8822058767647059,0.17647058823529413,10.665833301666668
1121101,1178,144532,32,M,15,29945,1,1.590000033,2,3.3394556687259975e-05,1.590000033,2.0,0.7950000165
1121102,1178,144532,32,M,15,357856,30,52.97000015,7,8.383260305821336e-05,1.7656666716666665,0.23333333333333334,7.5671428785714285
1121104,1178,144533,32,M,16,2080666,202,360.1500015,40,9.708429896965683e-05,1.7829207995049503,0.19801980198019803,9.0037500375
1121105,1178,144533,32,M,16,145999,9,16.5200001,5,6.164425783738245e-05,1.8355555666666667,0.5555555555555556,3.30400002
1121107,1178,144533,32,M,16,32616,1,1.539999962,2,3.06597988717194e-05,1.539999962,2.0,0.769999981
1121108,1178,144533,32,M,16,984521,95,163.8999972,26,9.64936248185666e-05,1.7252631284210527,0.2736842105263158,6.303846046153846
1121110,1178,144534,32,M,18,880814,123,210.3600006,6,0.00013964355698251843,1.7102439073170732,0.04878048780487805,35.0600001
1121111,1178,144534,32,M,18,182452,20,35.73000026,4,0.00010961787209786684,1.786500013,0.2,8.932500065
1121113,1178,144534,32,M,18,894911,120,215.8399994,7,0.00013409154653367766,1.7986666616666667,0.058333333333333334,30.83428562857143
1121114,1178,144534,32,M,18,31349,2,3.800000072,1,6.379788828989761e-05,1.900000036,0.5,3.800000072
1121115,1178,144535,32,M,19,410310,55,96.80000055,3,0.0001340449903731325,1.76000001,0.05454545454545454,32.26666685
1121116,1178,144535,32,M,19,572450,89,157.329998,7,0.00015547209363263168,1.7677527865168539,0.07865168539325842,22.475714
1121117,1178,144535,32,M,19,98759,15,26.56999946,1,0.00015188489150355918,1.7713332973333331,0.06666666666666667,26.56999946
1121119,1178,144535,32,M,19,345371,54,93.08999991,7,0.00015635360235804395,1.7238888872222222,0.12962962962962962,13.298571415714287
1121121,1178,144536,32,M,20,323899,46,78.9200002,5,0.00014201958017777148,1.7156521782608696,0.10869565217391304,15.78400004
1121122,1178,144536,32,M,20,399199,58,103.1500002,3,0.000145290945117598,1.7784482793103447,0.05172413793103448,34.3833334
1121123,1178,144536,32,M,20,171202,22,36.53000021,3,0.0001285031716919195,1.6604545549999998,0.13636363636363635,12.176666736666666
1121124,1178,144536,32,M,20,128386,15,28.85000002,2,0.00011683516894365429,1.9233333346666666,0.13333333333333333,14.42500001
